"","X","McAllister.LTS.MD10","McAllister.LTS.MD11","McAllister.LTS.MD12","McAllister.LTS.MD13","McAllister.LTS.MD14","McAllister.LTS.MD15","McAllister.LTS.MD16","McAllister.LTS.MD17","McAllister.LTS.MD18","McAllister.LTS.MD19","McAllister.LTS.MD2","McAllister.LTS.MD20","McAllister.LTS.MD21","McAllister.LTS.MD3","McAllister.LTS.MD4","McAllister.LTS.MD5","McAllister.LTS.MD6","McAllister.LTS.MD7","McAllister.LTS.MD8","McAllister.LTS.MD9","McAllister.STS.MD1","McAllister.STS.MD10","McAllister.STS.MD11","McAllister.STS.MD12","McAllister.STS.MD13","McAllister.STS.MD14","McAllister.STS.MD15","McAllister.STS.MD16","McAllister.STS.MD17","McAllister.STS.MD18","McAllister.STS.MD19","McAllister.STS.MD2","McAllister.STS.MD20","McAllister.STS.MD21","McAllister.STS.MD22","McAllister.STS.MD3","McAllister.STS.MD4","McAllister.STS.MD5","McAllister.STS.MD6","McAllister.STS.MD7","McAllister.STS.MD8","McAllister.STS.MD9"
"1842","Zotu.1850",1,2,1,2,0,1,1,1,2,2,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,2,0,1,1,2,8,0,1,3,1
"1843","Zotu.1851",0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,3,2,0,1,0,0,5,0,1,1,3,2,0,1,1,0,1,0,1,0,1,0,0,1,0,2,2
"1844","Zotu.1852",0,0,0,0,0,1,0,0,1,2,0,1,3,1,0,0,2,1,1,0,1,1,0,2,1,2,2,2,0,0,1,0,1,1,1,0,1,0,0,1,1,2
"1845","Zotu.1853",3,1,0,1,0,1,2,2,2,1,2,2,0,1,1,1,1,0,1,1,1,1,3,2,1,1,0,1,1,0,0,2,0,1,1,3,0,0,4,1,0,2
"1846","Zotu.1854",0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,4,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,3,1,2,1,1,0
"1847","Zotu.1855",1,1,0,1,1,3,2,0,2,3,2,0,1,0,2,1,0,0,3,1,2,1,1,1,1,0,0,3,1,0,2,3,1,0,1,0,1,1,0,0,0,3
"1848","Zotu.1856",0,0,1,2,1,2,2,2,1,0,1,2,1,2,1,1,1,1,2,1,2,0,2,2,2,3,2,1,0,2,1,0,1,1,1,0,1,1,0,1,2,0
"1849","Zotu.1857",1,1,1,1,3,0,3,1,1,1,0,0,1,0,2,0,3,2,3,0,1,1,3,2,1,0,3,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1
"1850","Zotu.1858",0,0,1,1,5,0,0,4,2,0,1,2,0,0,1,0,1,2,2,2,2,0,0,1,2,3,2,2,1,0,0,1,0,1,2,3,0,1,0,1,0,0
"1851","Zotu.1859",2,0,0,2,1,0,0,1,2,1,0,0,1,1,0,0,0,1,2,2,1,1,2,2,1,0,1,0,1,0,1,0,0,0,2,2,0,4,1,0,0,2
"1852","Zotu.1860",1,2,1,0,2,0,1,0,1,1,3,2,1,2,1,1,1,0,1,2,0,1,4,1,0,0,1,2,2,3,2,1,1,0,1,2,2,0,1,2,0,1
"1853","Zotu.1861",0,1,0,1,0,0,2,0,2,1,1,0,0,0,0,2,0,2,1,3,2,0,0,2,0,0,0,0,0,0,5,0,1,3,1,2,2,0,0,1,1,1
"1854","Zotu.1862",1,0,0,0,0,1,2,0,0,0,1,1,1,0,2,1,0,0,0,1,1,1,1,2,1,2,1,1,2,2,0,0,0,2,3,0,0,2,1,0,2,0
"1855","Zotu.1863",0,0,1,2,0,1,0,0,0,1,0,1,1,0,2,0,0,1,1,0,2,0,1,3,1,0,3,0,2,0,0,2,1,1,1,0,1,1,2,1,0,0
"1856","Zotu.1864",0,0,1,4,1,3,0,2,3,2,0,3,0,1,0,0,1,0,0,1,2,1,1,0,1,0,1,2,2,0,0,1,3,1,2,2,2,2,2,0,0,0
"1857","Zotu.1865",3,0,0,2,0,4,3,1,2,0,1,1,1,0,3,2,1,2,0,2,1,0,1,0,0,0,0,2,0,1,1,1,2,2,0,2,0,1,0,5,2,1
"1858","Zotu.1866",0,1,1,1,1,2,0,1,3,0,1,1,0,0,0,1,0,3,2,2,1,2,1,2,2,0,1,1,1,1,2,1,0,5,1,3,2,0,0,1,1,0
"1859","Zotu.1867",0,1,0,2,1,0,1,0,1,0,1,2,1,1,0,0,3,0,0,1,1,2,1,2,0,1,0,2,3,0,2,0,0,1,0,0,2,2,0,1,0,2
"1860","Zotu.1868",3,1,1,1,0,0,1,2,3,0,1,2,1,0,0,2,1,0,1,1,0,1,0,0,1,1,1,1,0,0,3,1,4,2,1,0,2,1,1,0,1,1
"1861","Zotu.1869",0,2,0,1,0,1,0,1,2,2,0,3,1,0,1,1,0,0,1,0,1,3,2,0,0,4,1,1,1,1,2,1,0,0,0,2,3,1,1,0,1,4
"1862","Zotu.1870",0,1,2,3,2,1,2,2,0,1,1,1,2,3,2,2,2,0,0,2,1,1,0,1,1,1,0,0,0,0,2,2,1,0,1,1,2,3,1,0,1,1
"1863","Zotu.1871",1,1,1,0,0,1,0,1,2,1,1,1,3,0,0,1,0,0,1,2,1,1,0,2,2,2,0,0,0,1,1,0,2,1,1,1,0,0,0,0,2,0
"1864","Zotu.1872",0,1,2,0,0,1,0,1,1,1,0,1,1,2,1,3,0,2,1,3,1,3,0,0,2,1,0,0,0,1,1,1,0,0,3,0,1,1,1,0,0,3
"1865","Zotu.1873",1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,2,1,1,1,2,0,0,0,0,1,0,2,1,2,0,1,1,0,2,0,0,0,0,5,2,2,0
"1866","Zotu.1874",1,0,4,0,2,1,0,2,1,0,0,0,0,1,1,0,1,1,2,1,1,2,2,1,2,2,0,2,3,1,1,2,0,2,1,1,1,1,1,1,3,2
"1867","Zotu.1875",2,1,0,1,1,0,0,1,0,1,1,1,1,0,2,2,0,1,0,0,1,1,0,1,1,0,2,0,2,0,2,1,1,1,0,0,0,0,3,3,0,1
"1868","Zotu.1876",2,0,1,0,0,1,3,1,3,1,0,0,0,2,1,0,0,1,2,1,0,2,0,2,1,0,3,2,0,2,2,0,1,0,0,2,0,2,2,2,2,3
"1869","Zotu.1877",0,0,0,1,1,0,0,0,2,1,4,1,2,0,0,2,1,0,1,0,1,3,0,3,0,0,1,0,1,0,0,2,0,0,1,1,1,1,0,1,0,0
"1870","Zotu.1878",1,0,1,1,2,3,1,2,1,1,1,1,2,0,2,1,1,0,1,0,0,2,1,0,0,2,1,2,0,0,0,2,1,1,2,1,0,0,1,0,0,3
"1871","Zotu.1879",1,0,1,2,0,0,0,0,1,2,1,1,0,1,0,1,1,2,1,1,0,0,0,0,2,1,2,1,2,2,1,0,2,1,1,2,1,1,0,2,3,0
"1872","Zotu.1880",2,1,0,0,2,0,3,1,0,0,1,2,0,0,2,0,0,1,1,1,2,0,1,1,2,1,2,0,0,2,2,2,0,3,2,2,1,1,0,2,1,0
"1873","Zotu.1881",1,0,0,1,1,2,1,1,1,1,1,1,0,2,1,2,1,0,1,1,0,0,3,0,0,0,0,1,1,0,2,4,0,1,0,0,0,0,2,0,0,0
"1874","Zotu.1882",0,0,1,2,1,1,1,1,2,0,2,0,1,0,1,3,0,2,0,1,0,1,1,1,0,1,2,0,2,1,1,0,3,0,1,2,2,0,0,3,2,0
"1875","Zotu.1883",0,1,2,0,2,0,2,1,0,3,0,2,2,1,1,1,1,0,1,2,1,0,2,2,1,3,1,0,1,0,1,1,0,0,0,1,0,4,0,0,1,0
"1876","Zotu.1884",3,0,1,0,1,1,0,1,2,0,2,1,1,1,2,1,2,1,1,3,1,0,0,0,0,1,1,0,2,0,1,0,2,1,1,0,1,0,0,3,0,2
"1877","Zotu.1885",2,1,0,1,2,2,1,0,3,0,0,0,1,1,1,0,1,1,1,0,1,2,2,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2
"1878","Zotu.1886",0,1,1,1,1,1,1,1,1,0,0,5,2,1,1,1,1,2,1,2,0,1,2,0,1,1,3,0,2,1,1,1,1,1,2,0,0,1,1,0,1,1
"1879","Zotu.1887",1,1,3,0,0,1,0,0,3,2,0,1,0,1,1,0,3,1,3,1,2,0,2,1,1,2,2,0,0,1,1,0,3,2,0,3,1,2,1,3,1,1
"1880","Zotu.1888",0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,2,1,3,1,2,0,1,0,0,0,0,1,0,2,1,0,1,0,3,2,2,0,0,1,0,2,0
"1881","Zotu.1889",1,4,1,1,0,2,0,2,1,4,0,0,3,0,0,2,1,0,0,1,0,2,2,1,2,0,3,2,1,1,0,0,0,1,0,0,1,1,0,2,0,0
"1882","Zotu.1890",2,1,1,0,1,1,1,1,3,1,1,1,4,1,1,2,1,0,2,1,3,1,0,0,0,1,3,0,1,2,1,0,1,2,0,0,0,0,0,0,1,0
"1883","Zotu.1891",1,1,0,0,0,1,3,0,0,1,1,0,0,0,1,0,3,2,0,1,2,1,2,1,2,2,0,1,1,0,2,0,2,1,0,0,1,2,1,0,0,1
"1884","Zotu.1892",1,1,1,0,0,1,1,0,0,3,1,1,3,0,0,1,1,2,2,0,0,1,1,0,0,2,1,1,1,0,2,0,1,0,1,1,3,1,2,0,0,1
"1885","Zotu.1893",1,1,2,1,2,0,3,1,0,0,1,1,0,1,1,0,2,0,2,2,0,0,0,2,0,1,5,1,1,0,0,1,2,0,2,0,2,0,0,2,0,1
"1886","Zotu.1894",0,2,1,0,2,0,1,3,1,2,2,0,2,0,1,2,0,3,1,1,1,0,2,0,2,3,1,1,1,0,1,2,2,1,0,2,0,0,2,2,1,2
"1887","Zotu.1895",1,0,1,0,2,0,1,0,0,0,0,3,1,1,0,3,3,2,2,1,2,3,0,0,0,3,2,0,0,2,0,1,0,0,0,1,1,2,1,2,2,0
"1888","Zotu.1896",0,0,1,1,1,2,2,0,0,0,0,1,1,1,3,0,1,0,1,3,1,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,1,1,2,1
"1889","Zotu.1897",1,1,3,0,1,1,2,3,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,3,1,0,0,0,0,1,1,0,2,0
"1890","Zotu.1898",2,2,1,1,0,1,1,1,0,1,3,2,1,0,0,1,1,1,0,1,2,2,3,0,0,0,0,3,2,1,0,0,1,0,1,1,1,1,1,1,1,0
"1891","Zotu.1899",0,1,0,2,1,0,1,1,0,0,4,3,3,1,1,0,1,1,1,1,1,0,3,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2
"1892","Zotu.1900",1,3,0,1,1,0,1,2,1,1,2,0,0,1,2,1,1,0,1,0,1,0,0,2,1,3,0,2,1,0,0,1,1,1,0,3,1,1,0,0,0,0
"1893","Zotu.1901",0,0,0,1,0,0,4,0,1,0,1,1,1,0,2,0,1,1,3,3,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,2,2,3,1,0,1,0
"1894","Zotu.1902",0,2,1,1,2,1,0,1,1,0,0,1,2,1,0,1,1,1,1,2,1,1,1,2,1,1,0,0,1,2,0,1,1,1,0,0,1,2,2,1,1,1
"1895","Zotu.1903",2,1,0,2,0,0,1,3,0,0,0,3,0,1,3,0,1,0,1,1,0,1,1,0,2,6,3,2,0,1,1,0,0,1,3,0,3,2,0,0,2,1
"1896","Zotu.1904",1,1,2,1,0,0,0,1,1,1,1,1,0,2,1,0,0,1,0,2,0,1,3,1,0,0,0,2,1,1,1,4,2,1,1,2,0,1,2,1,3,0
"1897","Zotu.1905",1,3,2,0,2,3,1,3,0,3,1,1,1,1,0,0,0,4,0,0,1,2,1,2,0,1,0,4,2,1,0,3,1,0,2,0,2,1,0,1,1,0
"1898","Zotu.1906",1,0,1,0,0,1,2,1,0,0,1,2,1,0,0,0,1,0,2,2,0,3,1,2,1,2,1,3,2,3,0,0,0,0,3,2,1,4,0,0,1,0
"1899","Zotu.1907",3,2,2,1,1,0,3,0,2,3,0,1,1,3,1,0,3,0,2,2,2,0,1,0,0,0,1,1,1,0,0,3,2,0,1,2,0,0,0,2,0,1
"1900","Zotu.1908",3,0,0,2,2,0,0,3,0,2,0,2,0,2,0,3,1,0,3,1,0,3,1,3,0,2,3,0,0,2,0,4,0,1,0,0,1,2,2,1,2,2
"1901","Zotu.1909",0,0,2,1,0,0,0,3,0,0,1,0,1,1,1,2,2,1,1,0,0,1,3,0,1,0,0,1,3,1,1,6,2,3,0,0,2,0,0,0,0,4
"1902","Zotu.1910",1,0,0,0,4,0,1,2,2,2,0,0,0,1,2,0,0,1,2,0,1,0,1,0,1,1,3,1,3,0,0,0,0,0,0,3,1,0,2,2,0,2
"1903","Zotu.1911",1,1,3,1,1,1,3,2,0,1,2,1,3,0,1,1,2,0,1,1,0,3,1,0,1,0,1,0,0,1,2,1,1,1,0,1,1,1,0,1,0,2
"1904","Zotu.1912",1,1,2,1,2,2,1,3,0,4,2,0,2,0,0,0,0,1,0,1,2,1,3,1,0,0,0,0,0,0,0,2,1,1,2,0,2,3,1,0,2,0
"1905","Zotu.1913",1,2,1,3,0,0,6,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0,2,4,1,1,2,1,0,0,2,1,0,1,1,1,1
"1906","Zotu.1914",0,0,1,1,0,2,0,3,1,0,1,0,3,0,0,1,2,0,1,3,2,2,2,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"1907","Zotu.1915",0,0,1,0,0,1,1,1,0,2,0,1,0,0,2,1,0,0,0,1,0,3,0,1,0,1,1,2,2,1,0,0,2,2,2,1,2,1,1,0,1,1
"1908","Zotu.1916",1,3,1,0,0,1,2,0,1,0,1,2,1,0,0,2,0,2,2,0,1,1,0,0,2,1,2,2,1,1,3,1,0,0,1,1,0,0,1,0,2,0
"1909","Zotu.1917",1,2,1,2,2,0,1,0,1,1,2,2,1,0,1,2,0,1,1,1,2,2,1,2,1,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,1,1
"1910","Zotu.1918",0,1,2,1,1,1,2,1,2,0,0,0,1,1,2,0,1,1,0,0,0,0,4,0,1,2,0,0,1,1,2,0,1,1,2,0,1,1,3,1,1,1
"1911","Zotu.1919",0,3,1,2,0,0,1,0,1,2,0,0,1,1,0,0,0,2,0,2,0,1,2,0,3,0,1,1,2,2,0,2,1,1,0,0,0,0,1,1,1,1
"1912","Zotu.1920",1,1,2,3,0,2,0,0,0,1,2,0,0,1,3,1,1,1,0,1,0,2,1,0,1,1,0,2,1,0,1,0,2,2,0,0,3,2,2,0,0,1
"1913","Zotu.1921",1,0,1,0,3,3,2,0,0,0,1,3,2,0,1,1,0,0,0,3,4,1,1,2,1,1,0,1,3,0,0,1,0,0,0,3,0,1,0,0,0,0
"1914","Zotu.1922",1,2,0,0,1,0,0,1,2,1,2,0,0,1,0,2,2,0,0,1,0,0,0,2,2,0,0,1,1,1,2,1,1,0,1,1,0,0,2,1,1,1
"1915","Zotu.1923",1,0,1,0,2,0,1,2,1,1,2,2,2,2,0,2,0,1,1,1,0,0,0,1,0,3,1,1,1,4,2,1,1,1,1,1,1,1,0,1,0,0
"1916","Zotu.1924",1,2,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,1,0,2,1,4,2,0,0,1,0,0,1,0,1,1,0,0,1,1,2,2,1,1,1,2
"1917","Zotu.1925",2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2,1,2,1,1,2,2,1,0,0,2,0,0,3,1
"1918","Zotu.1926",4,0,1,3,2,2,1,1,1,0,3,1,0,3,0,0,3,1,0,0,2,2,0,0,2,1,0,3,0,2,1,2,1,0,0,2,0,0,0,1,1,1
"1919","Zotu.1927",1,2,0,0,0,0,0,0,1,1,0,1,1,0,2,0,2,3,1,1,0,0,0,2,0,1,1,1,0,0,1,2,3,0,1,1,2,1,0,0,3,0
"1920","Zotu.1928",1,0,1,1,0,2,0,1,1,1,1,0,2,1,0,1,4,3,2,0,1,0,1,1,0,2,0,1,1,0,1,0,0,0,2,1,0,1,1,0,1,2
"1921","Zotu.1929",0,2,4,1,0,2,1,2,0,3,0,4,1,2,1,2,2,1,3,0,0,0,0,1,1,1,1,3,0,2,0,0,0,2,2,2,3,1,0,2,2,0
"1922","Zotu.1930",2,2,1,1,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,3,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2
"1923","Zotu.1931",0,1,4,0,0,1,1,1,0,2,0,0,1,1,0,4,0,2,3,2,2,4,0,0,0,0,4,0,0,2,0,3,2,0,2,1,2,0,1,0,1,1
"1924","Zotu.1932",0,1,0,1,0,0,1,0,0,1,1,1,0,1,2,1,1,2,0,0,2,0,0,2,1,0,2,1,3,2,1,1,3,1,2,0,2,1,1,0,1,2
"1925","Zotu.1933",4,0,0,0,0,1,2,0,1,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0,1,3,1,1,1,0,0,1,1,2,1,1,1,1,1,0,2
"1926","Zotu.1934",1,1,2,1,2,1,1,0,1,1,2,0,1,0,0,0,1,2,2,1,1,4,1,1,2,4,3,0,0,0,1,0,1,1,0,1,0,1,1,2,0,1
"1927","Zotu.1935",1,1,2,1,0,0,2,0,1,1,1,2,1,1,2,1,1,1,0,1,3,1,1,0,2,1,0,1,1,2,1,1,1,1,2,0,1,1,3,1,0,0
"1928","Zotu.1936",1,4,2,2,0,1,1,0,1,0,3,2,2,0,0,2,2,1,2,4,0,0,4,0,3,0,3,0,2,0,2,1,2,1,0,0,0,1,1,1,3,1
"1929","Zotu.1937",0,1,1,2,2,1,1,2,1,0,1,1,0,1,0,2,1,2,0,3,0,0,0,1,1,0,3,0,0,0,2,0,0,2,1,3,1,0,0,0,0,1
"1930","Zotu.1938",3,1,3,1,3,2,3,1,1,0,1,0,0,0,1,0,1,3,1,1,1,0,1,1,0,1,3,0,1,0,1,1,1,0,1,0,0,2,1,0,0,1
"1931","Zotu.1939",0,1,0,4,1,2,0,1,0,1,1,0,0,1,1,2,2,1,1,1,0,0,0,1,0,4,4,1,2,0,1,0,0,0,1,2,1,0,2,1,1,1
"1932","Zotu.1940",1,1,0,2,1,0,0,1,2,1,1,1,0,2,1,0,0,1,1,2,0,1,0,0,2,1,1,2,0,1,0,2,1,0,1,1,0,1,1,3,1,2
"1933","Zotu.1941",0,3,1,1,2,2,0,1,2,1,0,1,0,2,2,1,0,1,1,1,1,1,1,2,2,1,1,3,2,0,0,1,3,0,2,1,0,0,0,0,2,1
"1934","Zotu.1942",1,2,3,0,0,0,2,0,1,0,1,0,1,0,2,2,1,0,3,2,0,1,1,0,2,1,3,1,3,0,2,1,2,3,3,1,2,2,2,3,1,0
"1935","Zotu.1943",0,1,1,0,1,2,1,1,1,1,2,3,2,0,1,1,2,0,1,1,0,1,4,2,1,1,0,4,1,0,1,2,0,0,1,0,0,0,0,0,0,1
"1936","Zotu.1944",0,0,0,1,0,1,0,3,2,0,1,4,1,0,1,0,1,0,1,1,0,0,1,2,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,2,2
"1937","Zotu.1945",2,1,1,0,1,0,2,3,1,2,2,1,0,0,1,1,0,0,0,3,0,2,0,2,1,3,0,0,4,2,0,1,1,0,2,4,0,0,1,0,1,0
"1938","Zotu.1946",2,0,3,0,1,1,1,0,0,0,2,0,1,1,0,0,1,2,1,0,0,1,3,1,0,0,0,0,0,1,2,1,1,2,1,0,1,0,1,4,1,0
"1939","Zotu.1947",1,0,2,1,1,0,1,1,2,0,0,2,2,2,1,0,1,0,0,0,1,1,0,3,1,1,1,0,0,0,0,2,0,1,3,2,2,2,2,1,1,3
"1940","Zotu.1948",2,2,1,0,1,0,1,1,2,2,0,0,1,1,1,0,1,2,0,1,0,0,1,4,2,0,1,1,1,0,5,1,1,2,0,1,1,2,1,1,1,2
"1941","Zotu.1949",0,1,0,0,2,1,1,0,1,1,0,1,2,0,1,1,1,0,0,2,0,0,2,1,2,1,2,2,1,1,3,0,0,2,1,0,3,1,3,1,3,2
"1942","Zotu.1950",1,1,2,2,1,2,3,1,1,0,1,1,3,2,1,1,0,2,1,3,1,1,2,1,0,1,1,2,2,2,1,1,1,1,0,1,0,4,1,0,2,2
"1943","Zotu.1951",0,1,0,1,4,0,0,2,1,2,2,1,0,0,1,2,2,0,0,3,0,2,1,0,1,1,1,2,2,1,1,0,1,4,0,2,0,1,1,1,1,1
"1944","Zotu.1952",1,0,0,1,1,0,1,1,0,2,0,0,0,1,1,2,1,2,1,1,1,0,1,0,2,1,1,0,0,0,3,1,1,0,1,1,1,1,1,0,0,0
"1945","Zotu.1953",0,0,1,1,1,1,1,0,0,0,2,1,2,1,0,1,1,0,0,1,2,0,1,1,2,0,0,3,1,1,2,3,3,3,2,0,1,1,0,0,2,1
"1946","Zotu.1954",1,2,2,3,2,2,1,2,1,1,3,0,0,3,0,2,0,3,0,1,1,0,2,0,1,2,1,0,2,0,4,0,0,1,0,0,0,0,3,4,4,1
"1947","Zotu.1955",0,3,2,2,1,0,1,2,3,1,0,0,1,0,1,0,0,1,2,0,0,1,1,2,0,1,2,2,0,1,2,4,6,1,0,1,0,0,1,0,2,1
"1948","Zotu.1956",3,1,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,2,4,0,0,4,0,1,3,1,2,1,4,1,0,1,1,1,0,2,1,1,2,1,1
"1949","Zotu.1957",1,1,2,2,0,0,2,0,1,1,1,2,1,0,3,0,1,1,4,1,3,3,2,1,2,0,0,1,1,0,2,0,2,1,1,1,2,1,2,1,1,3
"1950","Zotu.1958",1,0,1,1,2,1,1,1,1,1,2,1,3,1,0,1,2,1,2,2,1,2,2,2,0,0,1,2,0,3,1,4,1,1,2,1,2,1,1,3,1,0
"1951","Zotu.1959",1,3,0,2,2,2,3,0,1,0,0,0,0,1,3,1,1,1,0,0,0,1,0,2,1,1,1,0,1,0,0,2,0,2,2,0,0,0,1,0,1,0
"1952","Zotu.1960",0,1,0,3,0,2,1,2,4,1,1,2,0,1,1,3,1,1,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,2,2,1,2,0,0,2,0,0
"1953","Zotu.1961",0,2,0,0,0,1,2,1,1,1,2,2,0,1,2,0,1,0,0,1,0,1,1,1,2,0,1,0,2,0,0,1,0,1,0,0,2,0,0,0,1,1
"1954","Zotu.1962",2,1,2,0,0,1,4,2,0,0,0,1,3,3,2,3,1,0,0,2,1,2,3,1,3,0,1,1,2,2,0,3,0,1,2,0,1,1,1,2,1,0
"1955","Zotu.1963",2,1,1,1,1,0,2,1,0,1,0,0,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,2,1,0,1,2,2,2,1,1,1,3,1
"1956","Zotu.1964",0,0,1,2,3,1,2,0,0,0,2,2,1,1,0,0,2,0,1,1,0,3,0,0,0,0,0,1,0,1,1,3,0,1,1,1,1,0,0,1,1,0
"1957","Zotu.1965",1,2,2,2,3,2,3,0,2,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,2,3,1,1,2
"1958","Zotu.1966",0,1,1,1,1,1,3,0,0,1,0,1,2,0,1,3,0,1,1,4,2,1,0,1,1,0,3,0,1,1,0,1,2,2,1,3,5,1,1,0,2,1
"1959","Zotu.1967",0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,2,1,0,1,0,4,0,1,0,1,1,1,0,1,2,2,1,2,4,1,1,1,1,2
"1960","Zotu.1968",2,3,1,2,1,0,1,0,2,1,3,0,0,0,1,2,1,1,2,3,3,1,3,0,0,0,4,1,1,1,1,1,1,1,2,1,3,1,0,0,0,3
"1961","Zotu.1969",1,0,1,1,0,1,0,1,1,1,2,1,2,0,1,0,0,0,2,0,1,2,2,1,0,0,2,2,1,1,0,1,2,1,0,0,2,1,2,0,0,2
"1962","Zotu.1970",4,0,1,1,0,1,3,0,1,1,1,1,1,2,0,0,2,0,2,1,1,1,2,0,0,0,1,0,1,1,0,3,0,1,2,1,0,1,0,0,1,1
"1963","Zotu.1971",2,1,0,2,1,0,0,1,0,1,0,2,1,0,1,0,0,0,0,3,2,3,0,0,1,1,1,1,0,1,2,2,3,0,0,1,2,3,2,0,2,2
"1964","Zotu.1972",0,0,1,0,2,0,0,1,0,0,1,1,2,1,1,0,1,0,2,0,1,3,1,1,0,0,1,1,4,1,0,1,2,0,1,0,0,2,1,0,1,1
"1965","Zotu.1973",0,1,1,1,2,2,1,1,3,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,0,2,3,2,1,3,3,1,3,1,1,1,2,1,1,0
"1966","Zotu.1974",2,0,1,4,3,1,1,2,1,1,0,0,0,1,0,0,1,1,0,0,1,2,1,0,0,3,0,1,1,0,1,0,1,1,3,2,0,0,1,1,2,1
"1967","Zotu.1975",1,0,1,1,0,1,2,1,1,3,3,0,3,0,1,0,2,1,0,2,1,1,0,2,0,1,0,0,1,1,2,1,1,0,0,1,2,2,3,0,2,1
"1968","Zotu.1976",2,2,2,0,1,0,1,0,1,0,1,3,1,2,1,1,0,1,1,0,1,2,2,0,2,0,1,0,0,1,0,1,0,0,0,2,1,0,1,2,3,1
"1969","Zotu.1977",0,1,1,3,0,1,0,0,4,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2
"1970","Zotu.1978",0,1,1,0,0,0,0,1,2,3,1,0,2,1,1,0,2,0,2,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,2,0,1,1,1,3
"1971","Zotu.1979",0,0,2,0,1,0,2,3,1,0,2,0,2,1,1,2,0,3,0,2,0,4,1,3,1,2,1,1,1,1,1,1,2,1,2,0,0,3,2,1,0,0
"1972","Zotu.1980",0,0,1,1,0,1,1,3,0,0,2,0,2,2,1,0,1,1,0,0,2,4,1,3,0,2,3,1,1,1,1,1,3,0,1,2,1,2,0,0,0,1
"1973","Zotu.1981",1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,0,1,4,1,0,1,2,1,0,2,1,1,1,2,1,0,0,0,4,3,1,3,0,2,1,1
"1974","Zotu.1982",0,0,0,3,1,2,1,2,0,0,3,1,2,0,1,0,2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,3,2,0,2,2,1,1,0,1
"1975","Zotu.1983",1,2,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,3,3,1,0,1,1,1,0,0,0,1,1,4,1,1,1,0,1,1,2,3,1,0,2,3
"1976","Zotu.1984",2,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,2,3,1,0,0,2,2,1,0,0,0,3,3,0,0,1,1,1,1,0,0,0,3,1,2,0
"1977","Zotu.1985",0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,1,0,0,1,1,0,1,1,0,2,0,4,0,2,0,1,1,1,1,2,2,0,2,0,0,2,0
"1978","Zotu.1986",1,0,1,0,1,0,3,2,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,2,1,0,1,0,0,2,2,3,3,0,0,1,1,0,0,0
"1979","Zotu.1987",0,1,1,1,0,0,0,4,4,1,2,2,3,1,1,2,0,1,0,2,1,1,1,1,2,2,0,0,2,1,1,1,0,1,1,1,1,0,0,0,1,2
"1980","Zotu.1988",1,2,2,0,0,1,1,4,2,0,0,2,4,0,0,3,2,1,1,1,0,1,1,1,0,1,2,0,1,0,1,0,0,2,1,0,1,0,0,1,0,1
"1981","Zotu.1989",1,0,1,2,1,0,1,3,1,2,0,0,0,1,1,2,3,2,2,2,1,1,1,2,1,0,0,4,2,1,1,1,0,2,0,1,1,2,0,1,0,0
