"","Wargo.109865","Wargo.116774","Wargo.115690","Wargo.118369","Wargo.120662","Wargo.121296","Wargo.121409","Wargo.117349","Wargo.118370","Wargo.122639","Wargo.123197","Wargo.122114","Wargo.123305","Wargo.122637","Wargo.123704","Wargo.122410","Wargo.123009","Wargo.121585","Wargo.122412","Wargo.122724","Wargo.121891","Wargo.121892","Wargo.124418","Wargo.123986","Wargo.124419","Wargo.124421","Wargo.126747","Wargo.126802","Wargo.127261","Wargo.127262","Wargo.130510","Wargo.130511","Wargo.130801","Wargo.132265","Wargo.131512","Wargo.131300","Wargo.133270","Wargo.132266","Wargo.131541","Wargo.131302","Wargo.131051","Wargo.132538","Wargo.132268"
"OTU_1368",0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0
"OTU_809",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
"OTU_41",0,0,1,21,45,2,45,78,845,0,102,131,151,1,10,2,24,52,18,63,75,9,31,1,55,229,804,329,181,46,180,216,0,99,391,127,332,12,196,434,749,0,79
"OTU_583",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,2,0,0,0,0,1,3,0,6,0,0,0,0,0,0
"OTU_192",0,0,2,0,2,0,0,4,18,0,0,0,4,30,0,0,3,2,0,0,2,5,35,15,3,6,18,4,10,3,0,2,0,10,1,0,24,7,8,0,447,0,0
"OTU_35",0,0,0,3316,6,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_61",0,0,0,1300,0,1,0,0,0,0,1395,0,0,0,0,0,0,86,170,0,0,10,919,0,1,844,2868,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_198",0,0,0,305,512,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,12,0,0,0,0,121,103,0,0,0,473,0,0,0,0,0,10,30,0,0,0,0
"OTU_608",0,0,0,3,0,11,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_15",0,0,0,49,267,17,6,12,2761,0,1164,673,15,0,0,44,179,0,0,0,1371,5,1478,3,0,1,1414,0,2203,167,2,58,0,12,0,6113,2015,14,0,0,0,0,0
"OTU_1209",0,0,0,4,5,6,8,7,2,0,1,4,2,0,0,0,0,0,0,0,0,0,1,6,5,7,5,6,8,13,11,5,5,3,2,5,1,1,3,3,5,2,1
"OTU_864",0,0,0,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_429",0,0,0,3,9,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,2,30,0,8,12,3,0,0,11,8,0,8,4,0,0,0,0,0
"OTU_277",0,0,0,90,0,0,1,0,0,0,0,0,0,0,2,0,0,44,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_162",0,0,0,2,3,23,12,0,109,86,5,15,2,4,205,0,0,4,1,5,0,0,2,6,0,0,19,7,2,0,4,4,128,1,53,8,18,0,2,95,28,0,0
"OTU_285",0,0,0,70,1,0,284,85,0,202,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,99,0,75,0,1,0,1,0,107,0,0,0,0,0,0,0,0
"OTU_1319",0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_348",0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"OTU_777",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0
"OTU_897",0,0,0,15,39,0,1,4,0,0,19,0,6,0,0,0,0,0,0,0,0,2,12,0,0,0,6,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21
"OTU_136",0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,76,0,416,0,0,10,508,0,0,0,0
"OTU_428",0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1055",0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"OTU_161",0,0,0,77,38,0,0,44,44,0,0,0,5,0,396,5,10,3,12,0,3,9,0,25,0,0,52,41,0,22,1,14,6,0,0,0,0,140,108,0,0,0,0
"OTU_216",0,0,0,11,0,0,0,0,43,0,0,0,4,0,0,1,0,17,0,3,3,18,2,11,0,0,292,0,6,0,8,0,0,0,0,0,0,1,19,0,0,0,0
"OTU_1305",0,0,0,1,12,5,0,6,127,0,46,41,0,0,0,2,3,1,0,0,23,0,177,0,9,2,38,0,70,17,1,2,0,13,0,816,133,0,2,0,0,0,9
"OTU_792",0,0,0,20,5,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,7,29,3,34,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0
"OTU_361",0,0,0,5,0,0,0,2,11,0,4,0,4,0,0,1,0,0,0,0,3,1,6,0,0,0,12,0,3,0,4,0,0,0,10,0,6,0,23,0,0,0,0
"OTU_403",0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_225",0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_906",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_207",0,0,0,7,6,15,16,1,2,28,0,2,6,0,11,0,2,2,0,0,1,1,0,0,1,11,8,18,22,0,14,0,0,11,7,0,22,0,8,213,23,0,4
"OTU_439",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,1,0
"OTU_375",0,0,0,3,1,16,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_303",0,0,0,33,23,0,0,21,0,0,6,0,5,0,0,0,0,0,3,0,0,1,3,0,0,41,71,30,0,16,0,0,0,0,0,0,0,20,23,0,0,0,27
"OTU_507",0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,32,0
"OTU_502",0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_673",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"OTU_269",0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,1,5,0,1,14,123,4,30,5
"OTU_712",0,0,0,3,118,0,2,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,0,0,1,0,0,0,9,0,16,0,32,0,0,0,9
"OTU_1382",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"OTU_415",0,0,0,2,4,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,37,4,4,1,3,0,1,13,0,0,4,1,5,0,0,0,3
"OTU_184",0,0,0,7,8,0,0,32,0,0,0,0,0,0,0,8,0,0,0,2,1,0,0,0,0,0,197,0,83,0,0,0,0,0,0,0,0,2,276,0,0,0,50
"OTU_992",0,0,0,1,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
"OTU_754",0,0,0,18,0,2,0,3,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,5,0,4,0,21,0,0,0,0,0,0,0,26,0,0,2,0,0,0,12
"OTU_1233",0,0,0,9,7,2,13,4,3,0,3,0,2,0,0,0,0,0,0,0,0,0,4,5,6,7,3,12,9,16,11,11,7,13,3,6,5,0,6,8,8,4,7
"OTU_721",0,0,0,1,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"OTU_224",0,0,0,13,23,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,5,11,46,14,0,1,0,125,0,31,0,0,0,0,3,0,0,52,27,0,0,0,58
"OTU_1312",0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1327",0,0,0,1,0,0,5,6,0,9,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,2,9,3,1,0,2,0,0,0,4,1,0,0,1,0,0,0,0
"OTU_552",0,0,0,24,0,0,0,65,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,888,0,0,0,0,163,0,0,0,57,0,0,0,0,0
"OTU_642",0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
"OTU_60",0,0,0,18,9,127,0,2,324,0,0,0,28,0,0,0,4,5,0,0,0,0,23,1431,0,0,263,32,16,5,36,0,618,0,0,17,29,10,20,0,0,0,0
"OTU_963",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
"OTU_1311",0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_817",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_477",0,0,0,2,0,2,5,0,0,3,2,1,2,0,0,0,4,1,2,0,0,0,4,5,7,5,12,0,0,1,0,0,0,1,1,1,2,0,3,1,1,1,1
"OTU_243",0,0,0,20,13,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,196,7,0,0,2,7,0,0,0,2,0,46,12,7,0,0,0,29
"OTU_970",0,0,0,2,5,50,11,17,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,0,0,0,0,0,0
"OTU_231",0,0,0,35,102,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,6,9,0,0,0,0,80,0,0,0,0,0,0,2,0,0,2,30,0,0,0,20
"OTU_912",0,0,0,1,37,0,18,126,3,4,0,0,0,0,0,0,0,0,0,0,0,16,17,2,0,60,29,37,0,3,0,0,0,1,43,0,0,7,36,0,1,0,2
"OTU_896",0,0,0,7,108,0,65,26,51,0,55,29,24,0,0,0,1,8,15,0,2,6,44,0,4,0,176,30,43,6,116,100,2,51,71,108,232,32,70,3,34,0,20
"OTU_208",0,0,0,6,4,346,27,25,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_95",0,0,0,1,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,2106,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_697",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,53,10,0,4,0,73,319,0,0,0,0
"OTU_1306",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0
"OTU_907",0,0,0,12,0,0,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,21,0,2,11,42,0,0,0,0,0,0
"OTU_572",0,0,0,3,0,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_724",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,1
"OTU_759",0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_1345",0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_609",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1105",0,0,0,9,9,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0
"OTU_1313",0,0,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
"OTU_764",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,105,41,22,0,0,0,0,0,3,0,0,0,0,0,0,0,125,68,0,0,0,0
"OTU_996",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1317",0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_644",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_592",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_297",0,0,0,6,5,2,0,6,23,0,18,0,0,0,11,3,1,4,2,0,3,1,4,0,0,0,16,10,21,11,0,0,0,25,9,0,35,0,10,0,41,0,0
"OTU_501",0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"OTU_654",0,0,0,2,1351,1,2,0,3,0,1,2,2,0,0,0,0,0,0,4,255,0,3,0,0,0,1,0,2,1,0,0,0,224,0,8,0,0,0,0,0,0,0
"OTU_503",0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,17,0,0,3,0,0,9,0,2,0,0,0,0,0,1,0,0
"OTU_835",0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,3,0,2,0
"OTU_956",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_489",0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,3,6,1,5,4,0,0,0,0,0,1
"OTU_1142",0,0,0,4,7,4,5,1,2,3,0,1,1,0,0,1,0,0,0,0,0,0,5,3,8,3,7,4,3,10,7,5,3,3,6,1,2,2,3,3,4,5,2
"OTU_1232",0,0,0,7,8,3,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,11,3,5,5,5,19,7,4,4,5,2,4,2,0,9,3,4,2,3
"OTU_1072",0,0,0,3,0,0,0,3,0,5,12,0,2,0,3,0,4,0,0,0,0,0,1,1,0,0,64,20,0,0,0,0,20,0,4,0,2,2,0,0,0,0,10
"OTU_1308",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_908",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,0,0,1,0,2,0,0,0,0,0,2,0,0,4,0
"OTU_1133",0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
"OTU_1400",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_666",0,0,0,4,1,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_527",0,0,0,3,1,15,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_414",0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1087",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_467",0,0,0,1,2,0,0,1,0,12,0,0,0,3,0,1,0,0,0,0,0,0,3,2,0,0,4,3,1,0,1,0,0,0,9,0,1,0,0,0,0,0,0
"OTU_976",0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,2,5,0,0,9,7,2,0,1,5,0,0,0,7
"OTU_1046",0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_873",0,0,0,1,39,0,0,13,7,0,9,0,0,0,0,0,2,0,5,1,0,0,5,0,20,2,3,0,0,6,0,0,0,6,8,0,0,0,15,0,0,4,15
"OTU_1280",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_725",0,0,0,3,11,0,0,15,32,0,0,0,3,0,0,1,0,0,0,0,5,6,12,0,0,0,38,11,18,13,0,2,0,78,16,0,107,2,11,0,8,0,20
"OTU_566",0,0,0,2,4,0,7,6,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,12,4,0,2,0,0,0,0,4,4,0,5,5,0,0,0,14
"OTU_853",0,0,0,3,0,2,2,0,1,0,6,1,0,0,0,0,0,0,0,17,0,2,1,0,8,2,0,1,3,1,1,1,41,5,1,1,0,0,0,0,0,0,0
"OTU_500",0,0,0,6,1410,80,17,158,34,0,0,0,0,0,0,0,457,0,0,0,0,33,3,0,0,0,0,0,151,82,0,0,9032,1,3186,0,0,0,0,2,0,1,0
"OTU_601",0,0,0,1,3,0,0,23,20,0,2,0,0,3,0,10,0,0,0,0,0,0,3,0,0,0,4,1,16,2,3,0,0,0,0,0,0,1,14,0,0,0,0
"OTU_137",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,319,487,0,0,0,0
"OTU_872",0,0,0,3,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,23,0,1,0
"OTU_559",0,0,0,1,1,4,3,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1346",0,0,0,1,12,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,5,0,0,0,1,6,5,0,0,0,11,0,9,0,2
"OTU_1086",0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
"OTU_706",0,0,0,1,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_560",0,0,0,1,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,2,0,2
"OTU_1402",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1385",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_726",0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,10,7,1,0,0,0,0,7,0,0,0,0,0,0,0,0
"OTU_44",0,0,0,1,1,6,2661,6,0,0,0,0,0,262,0,454,0,0,0,0,0,436,0,5,0,0,0,0,0,0,0,1596,0,0,0,0,0,0,1623,0,0,1,0
"OTU_1446",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0
"OTU_1353",0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_779",0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0
"OTU_628",0,0,0,1,0,2,2,4,2,24,9,0,0,0,0,1,7,0,0,0,0,3,0,6,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"OTU_466",0,0,0,2,9,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1386",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_424",0,0,0,1,2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_905",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1179",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU_948",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"OTU_652",0,0,0,3,1,8,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1387",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1364",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_146",0,0,0,0,618,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,49,1,0,0,17,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_201",0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"OTU_338",0,0,0,0,1649,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,14,0,4,0,0,3,3,0,13,0,4,1,0,44,0,5,0,0,0,0,0,0,0
"OTU_292",0,0,0,0,7,0,0,17,0,0,0,0,0,20,0,7,0,4,0,0,1,9,7,0,0,0,118,0,1,5,0,0,1,0,2,0,0,0,25,0,0,0,2
"OTU_291",0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_278",0,0,0,0,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,304,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1349",0,0,0,0,66,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,1,21,6,0,0,0,12,0,0,1,65
"OTU_344",0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU_998",0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_474",0,0,0,0,98,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,2,0,2,0,0,35,1,0,1,0,0,0,0,0,0
"OTU_931",0,0,0,0,71,0,0,2,10,0,10,15,0,0,0,0,1,0,0,0,2,0,17,0,0,5,21,0,1,0,0,0,0,1,4,123,2,0,0,0,0,0,0
"OTU_1050",0,0,0,0,8,0,0,2,1,0,5,3,0,0,0,0,0,0,0,7,0,0,2,0,3,11,1,0,1,4,0,0,0,1,4,11,0,0,0,0,0,1,0
"OTU_267",0,0,0,0,104,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
"OTU_689",0,0,0,0,38,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,20,0,0,7,0,6,0,1,0,0,0,0,0,1,0,17,10,0,0,0,10
"OTU_499",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,1,0,0,0,0,0,0,14,0,0,0,0
